record_id,plant_id,part_number,part_name,quantity,unit,weight_kg,production_date,ship_date,customer_id,status,last_modified
R-00217,A,bolt-116 ,Bolt Assembly 116,4333,mm,54.18,2025-04-13,2025-04-21,CU-0002,shipped,2025-04-22
R-00218,A,RING-135,Ring Assembly 135,379,mm,3.4,2024-04-17,2024-05-20,CU-0177,completed,2024-05-21
R-00219,A,GEAR-124,Gear Assembly 124,722,mm,55.72,2024-03-04,2024-04-12,CU-0187,completed,2024-04-13
R-00220,C,RING_128,Ring Assembly 128,1374,mm,33.59,2025-10-16,2025-11-20,CU-0019,shipped,2025-11-21
R-00221,A,VALV-134,Valv Assembly 134,1382,mm,21.26,2024-05-17,2024-05-26,CU-0180,completed,2024-05-27
R-00222,B,BRKT-134,Brkt Assembly 134,118,mm,79.35,2025-10-19,2025-11-03,CU-0121,in_qa,2025-11-04
R-00223,A,BOLT-121,Bolt Assembly 121,2303,mm,66.3,2025-08-26,2025-10-06,CU-0101,completed,2025-10-07
R-00224,C,GEAR_144,Gear Assembly 144,2308,mm,61.52,2024-11-13,2024-11-25,CU-0128,in_qa,2024-11-26
R-00225,A,BOLT-144,Bolt Assembly 144,1370,mm,10.2,2025-04-17,2025-04-27,CU-0201,pending,2025-04-28
R-00226,C,RING_137,Ring Assembly 137,3457,mm,56.62,2024-03-17,2024-04-24,CU-0031,pending,2024-04-25
R-00227,A,BRKT-123,Brkt Assembly 123,1116,mm,29.45,2026-01-23,2026-02-15,CU-0230,shipped,2026-02-16
R-00228,A,RING-137,Ring Assembly 137,2660,mm,57.34,2024-06-02,2024-06-26,CU-0151,shipped,2024-06-27
R-00229,A,BRKT-120,Brkt Assembly 120,481,mm,50.24,2025-03-19,2025-04-01,CU-0196,completed,2025-04-02
R-00230,B,VALV-119,Valv Assembly 119,3314,mm,47.29,2024-08-10,2024-08-28,CU-0177,shipped,2024-08-29
R-00231,C,RING_105,Ring Assembly 105,1162,mm,79.82,2026-05-08,2026-05-19,CU-0022,shipped,2026-05-20
R-00232,C,BOLT_147,Bolt Assembly 147,880,mm,17.43,2025-11-15,2025-12-27,CU-0139,completed,2025-12-28
R-00233,B,SHFT-131,Shft Assembly 131,4016,mm,18.3,2024-04-20,2024-04-28,CU-0184,shipped,2024-04-29
R-00234,A,CASE-138,Case Assembly 138,629,mm,60.99,2024-11-18,2024-12-05,CU-0117,shipped,2024-12-06
R-00235,A,VALV-124,Valv Assembly 124,3741,mm,52.44,2025-04-24,2025-04-25,CU-0048,shipped,2025-04-26
R-00236,A,PLTE-114,Plte Assembly 114,4661,mm,56.36,2026-01-23,2026-01-25,CU-0180,completed,2026-01-26
R-00237,A,CASE-127,Case Assembly 127,483,mm,1.87,2024-07-06,2024-07-11,CU-0052,shipped,2024-07-12
R-00238,B,VALV-110,Valv Assembly 110,1846,mm,29.75,2024-04-01,2024-05-08,CU-0148,in_qa,2024-05-09
R-00239,C,PLTE_116,Plte Assembly 116,2654,mm,26.18,2024-03-14,2024-04-09,CU-0207,shipped,2024-04-10
R-00240,C,gear_134 ,Gear Assembly 134,4792,mm,24.53,2024-12-07,2025-01-15,CU-0185,shipped,2025-01-16
R-00241,A,VALV-139,Valv Assembly 139,2330,mm,19.0,2024-07-29,2024-08-31,CU-0096,shipped,2024-09-01
R-00242,C,RING_111,Ring Assembly 111,3377,mm,6.35,2024-12-16,2025-01-08,CU-0238,shipped,2025-01-09
R-00243,A,PLTE-128,Plte Assembly 128,4929,mm,72.69,2026-04-05,2026-04-14,CU-0158,shipped,2026-04-15
R-00244,C,SHFT_125,Shft Assembly 125,3652,mm,33.86,2025-07-27,2025-08-19,CU-0044,shipped,2025-08-20
R-00245,C,BOLT_138,Bolt Assembly 138,3383,mm,22.43,2025-05-03,2025-06-10,CU-0015,shipped,2025-06-11
R-00246,A,SHFT-108,Shft Assembly 108,258,mm,18.16,2026-02-03,2026-02-11,CU-0127,completed,2026-02-12
R-00247,B,VALV-115,Valv Assembly 115,4605,mm,65.77,2024-01-09,2024-01-20,CU-0035,in_qa,2024-01-21
R-00248,A,BOLT-124,Bolt Assembly 124,2843,mm,40.97,2025-02-23,2025-03-09,CU-0186,shipped,2025-03-10
R-00249,A,CASE-127,Case Assembly 127,2189,mm,1.95,2025-07-25,2025-07-27,CU-0151,completed,2025-07-28
R-00250,C,BOLT_129,Bolt Assembly 129,4212,mm,61.85,2025-09-12,2025-09-19,CU-0130,completed,2025-09-20
R-00251,C,VALV_139,Valv Assembly 139,3911,mm,19.22,2025-09-12,2025-09-28,CU-0048,shipped,2025-09-29
R-00252,A,CASE-143,Case Assembly 143,655,mm,63.22,2025-10-26,2025-11-17,CU-0090,shipped,2025-11-18
R-00253,A,RING-136,Ring Assembly 136,1471,mm,70.11,2025-07-09,2025-07-30,CU-0171,completed,2025-07-31
R-00254,B,BRKT-130,Brkt Assembly 130,2935,mm,49.86,2025-04-01,2025-04-24,CU-0159,shipped,2025-04-25
R-00255,C,PLTE_125,Plte Assembly 125,4664,mm,19.76,2025-10-31,2025-11-02,CU-0120,in_qa,2025-11-03
R-00256,C,BOLT_124,Bolt Assembly 124,1384,mm,39.74,2025-05-30,2025-06-04,CU-0005,in_qa,2025-06-05
R-00257,B,GEAR-144,Gear Assembly 144,1789,mm,62.31,2025-02-16,2025-03-15,CU-0227,in_qa,2025-03-16
R-00258,B,RING-102,Ring Assembly 102,3690,mm,42.38,2024-03-11,2024-03-17,CU-0127,in_qa,2024-03-18
R-00259,C,RING_126,Ring Assembly 126,3695,mm,43.45,2026-03-29,2026-04-03,CU-0066,in_qa,2026-04-04
R-00260,A,SHFT-142,Shft Assembly 142,855,mm,38.92,2024-12-13,2024-12-28,CU-0147,completed,2024-12-29
R-00261,C,SHFT_124,Shft Assembly 124,2657,mm,18.21,2025-03-30,2025-04-20,CU-0147,shipped,2025-04-21
R-00262,A,PLTE-145,Plte Assembly 145,1563,mm,73.42,2025-03-29,2025-04-16,CU-0202,in_qa,2025-04-17
R-00263,A,CASE-125,Case Assembly 125,2477,mm,25.7,2026-04-22,2026-05-10,CU-0108,shipped,2026-05-11
R-00264,B,RING-133,Ring Assembly 133,1638,mm,9.14,2024-11-16,2024-12-29,CU-0152,completed,2024-12-30
R-00265,A,RING-115,Ring Assembly 115,1522,mm,56.36,2025-12-12,2025-12-21,CU-0234,shipped,2025-12-22
R-00266,B,RING-130,Ring Assembly 130,111,mm,28.35,2026-01-26,2026-03-05,CU-0239,in_qa,2026-03-06
R-00267,A,PLTE-134,Plte Assembly 134,4664,mm,15.98,2025-06-22,2025-06-29,CU-0037,shipped,2025-06-30
R-00268,B,GEAR-139,Gear Assembly 139,1304,mm,38.26,2025-11-30,2025-12-23,CU-0224,in_qa,2025-12-24
R-00269,C,SHFT_144,Shft Assembly 144,2433,mm,22.53,2025-02-28,2025-03-19,CU-0196,completed,2025-03-20
R-00270,A,BOLT-122,Bolt Assembly 122,2288,mm,67.45,2025-04-04,2025-05-16,CU-0110,pending,2025-05-17
R-00271,B,SHFT-130,Shft Assembly 130,4675,mm,34.38,2024-12-21,2024-12-31,CU-0075,shipped,2025-01-01
R-00272,C,RING_112,Ring Assembly 112,4320,mm,2.02,2026-04-02,2026-05-05,CU-0220,shipped,2026-05-06
R-00273,B,RING-132,Ring Assembly 132,2018,mm,1.19,2025-01-08,2025-02-19,CU-0018,shipped,2025-02-20
R-00274,B,PLTE-142,Plte Assembly 142,3354,mm,74.93,2024-06-06,2024-06-22,CU-0204,shipped,2024-06-23
R-00275,A,SHFT-145,Shft Assembly 145,1120,mm,3.03,2025-09-05,2025-10-13,CX-N823,shipped,2025-10-14
R-00276,A,SHFT-140,Shft Assembly 140,722,mm,76.6,2025-09-05,2025-09-16,CU-0126,shipped,2025-09-17
R-00277,A,BOLT-121,Bolt Assembly 121,2351,mm,64.87,2026-03-11,2026-04-21,CU-0185,completed,2026-04-22
R-00278,B,VALV-100,Valv Assembly 100,191,mm,72.84,2025-10-05,2025-11-01,CU-0116,completed,2025-11-02
R-00279,A,GEAR-107,Gear Assembly 107,2301,mm,15.54,2025-10-07,2025-10-13,CX-T368,completed,2025-10-14
R-00280,B,CASE-120,Case Assembly 120,200,mm,7.99,2025-03-12,2025-04-02,CU-0172,shipped,2025-04-03
R-00281,B,PLTE-137,Plte Assembly 137,2454,mm,1.96,2024-09-23,2024-10-13,CU-0181,shipped,2024-10-14
R-00282,A,RING-142,Ring Assembly 142,821,mm,14.2,2024-02-28,2024-03-09,CU-0079,completed,2024-03-10
R-00283,B,RING-121,Ring Assembly 121,174,mm,58.01,2026-04-15,2026-04-25,CU-0081,completed,2026-04-26
R-00284,B,RING-133,Ring Assembly 133,4409,mm,9.27,2024-04-22,2024-05-28,CU-0147,shipped,2024-05-29
R-00285,A,PLTE-109,Plte Assembly 109,2482,mm,12.84,2024-06-21,2024-07-02,CU-0173,in_qa,2024-07-03
R-00286,B,BRKT-118,Brkt Assembly 118,2988,mm,35.15,2025-05-08,2025-06-04,CU-0024,pending,2025-06-05
R-00287,A,SHFT-139,Shft Assembly 139,4726,mm,79.51,2025-01-29,2025-01-31,CU-0036,shipped,2025-02-01
R-00288,A,VALV-135,Valv Assembly 135,4167,mm,52.22,2024-09-03,2024-10-03,CU-0157,shipped,2024-10-04
R-00289,C,PLTE_116,Plte Assembly 116,3367,mm,25.71,2024-10-10,2024-11-20,CU-0180,shipped,2024-11-21
R-00290,A,BRKT-107,Brkt Assembly 107,2404,mm,69.43,2026-03-18,2026-04-18,CU-0092,shipped,2026-04-19
R-00291,A,CASE-133,Case Assembly 133,144,mm,71.62,2025-01-28,2025-02-27,CU-0173,completed,2025-02-28
R-00292,B,SHFT-143,Shft Assembly 143,343,mm,24.59,2024-11-17,2024-12-08,CU-0220,pending,2024-12-09
R-00293,B,PLTE-110,Plte Assembly 110,69,mm,44.62,2025-09-11,2025-09-29,CU-0068,shipped,2025-09-30
R-00294,A,CASE-144,Case Assembly 144,3175,mm,27.73,2025-02-28,2025-03-02,CU-0146,shipped,2025-03-03
R-00295,C,CASE_142,Case Assembly 142,2591,mm,30.36,2024-01-13,2024-02-02,CU-0047,shipped,2024-02-03
R-00296,A,RING-145,Ring Assembly 145,708,mm,49.81,2026-05-11,2026-05-17,CU-0021,shipped,2026-05-18
R-00297,C,VALV_134,Valv Assembly 134,1036,mm,20.62,2026-03-12,2026-03-28,CU-0181,shipped,2026-03-29
R-00298,C,CASE_138,Case Assembly 138,2040,mm,60.58,2025-11-07,2025-11-21,CU-0176,shipped,2025-11-22
R-00299,A,BRKT-139,Brkt Assembly 139,3044,mm,34.19,2025-04-15,2025-04-21,CU-0218,completed,2025-04-22
R-00300,C,CASE_126,Case Assembly 126,875,mm,67.97,2024-06-14,2024-06-17,CU-0187,shipped,2024-06-18
R-00301,B,GEAR-108,Gear Assembly 108,2655,mm,3.66,2025-04-18,2025-05-24,CU-0200,completed,2025-05-25
R-00302,A,GEAR-117,Gear Assembly 117,1113,mm,63.47,2024-08-22,2024-08-31,CU-0202,shipped,2024-09-01
R-00303,B,SHFT-111,Shft Assembly 111,53,mm,12.83,2025-09-01,2025-09-05,CU-0229,shipped,2025-09-06
R-00304,B,SHFT-115,Shft Assembly 115,1729,mm,67.65,2024-08-25,2024-10-01,CU-0077,shipped,2024-10-02
R-00305,B,SHFT-132,Shft Assembly 132,17,mm,9.55,2025-12-22,2025-12-23,CU-0105,completed,2025-12-24
R-00306,B,CASE-139,Case Assembly 139,2813,mm,63.96,2024-01-26,2024-02-09,CU-0139,completed,2024-02-10
R-00307,B,BOLT-124,Bolt Assembly 124,103,mm,42.12,2025-10-22,2025-11-05,CU-0074,shipped,2025-11-06
R-00308,A,SHFT-113,Shft Assembly 113,2976,mm,65.4,2024-11-07,2024-12-17,CU-0227,in_qa,2024-12-18
R-00309,B,RING-106,Ring Assembly 106,365,mm,42.21,2025-05-19,2025-07-02,CU-0011,in_qa,2025-07-03
R-00310,B,GEAR-111,Gear Assembly 111,3584,mm,21.9,2025-01-23,2025-02-24,CU-0221,shipped,2025-02-25
R-00311,C,VALV_142,Valv Assembly 142,2138,mm,74.0,2025-01-06,2025-02-09,CU-0168,pending,2025-02-10
R-00312,C,VALV_103,Valv Assembly 103,4661,mm,39.45,2026-03-24,2026-04-17,CU-0024,completed,2026-04-18
R-00313,B,PLTE-103,Plte Assembly 103,4637,mm,71.91,2024-03-16,2024-04-13,CU-0142,shipped,2024-04-14
R-00314,C,VALV_121,Valv Assembly 121,4682,mm,1.35,2024-10-07,2024-11-20,CU-0067,completed,2024-11-21
R-00315,A,CASE-126,Case Assembly 126,4309,mm,67.65,2024-06-16,2024-06-28,CU-0178,shipped,2024-06-29
R-00316,A,VALV-127,Valv Assembly 127,2150,mm,31.81,2024-06-17,2024-07-09,CU-0182,completed,2024-07-10
R-00317,A,RING-135,Ring Assembly 135,1946,mm,3.29,2026-01-13,2026-01-31,CU-0033,in_qa,2026-02-01
R-00318,A,BRKT-105,Brkt Assembly 105,815,mm,12.21,2024-12-23,2025-01-11,CU-0165,shipped,2025-01-12
R-00319,C, gear_121,Gear Assembly 121,3718,mm,15.62,2025-12-24,2026-02-02,CU-0228,shipped,2026-02-03
R-00320,C,BOLT_132,Bolt Assembly 132,2759,mm,30.03,2025-12-26,2026-02-08,CU-0040,shipped,2026-02-09
R-00321,A,case-108 ,Case Assembly 108,1583,mm,73.46,2025-12-05,2026-01-05,CU-0076,shipped,2026-01-06
R-00322,A,PLTE-126,Plte Assembly 126,1076,mm,77.11,2024-08-15,2024-09-11,CU-0021,shipped,2024-09-12
R-00323,A,VALV-131,Valv Assembly 131,2008,mm,9.02,2025-04-15,2025-04-20,CU-0055,shipped,2025-04-21
R-00324,C,RING_103,Ring Assembly 103,4946,mm,49.92,2026-02-05,2026-03-06,CU-0042,shipped,2026-03-07
R-00325,C,PLTE_110,Plte Assembly 110,1464,mm,42.78,2025-09-25,2025-10-13,CU-0145,shipped,2025-10-14
R-00326,B,CASE-126,Case Assembly 126,2808,mm,67.44,2024-01-25,2024-02-05,CU-0048,completed,2024-02-06
R-00327,C,RING_139,Ring Assembly 139,1555,mm,7.68,2024-03-13,2024-04-17,CU-0216,completed,2024-04-18
R-00328,B,GEAR-109,Gear Assembly 109,30,mm,26.19,2025-11-26,2025-12-03,CU-0036,completed,2025-12-04
R-00329,A,VALV-144,Valv Assembly 144,1126,mm,27.58,2025-02-16,2025-03-08,CU-0084,shipped,2025-03-09
R-00330,A,BRKT-131,Brkt Assembly 131,1319,mm,13.74,2024-01-21,2024-02-09,CU-0162,shipped,2024-02-10
R-00331,B,PLTE-118,Plte Assembly 118,104,mm,53.46,2026-02-13,2026-03-20,CU-0216,completed,2026-03-21
R-00332,A,PLTE-120,Plte Assembly 120,3386,mm,53.91,2025-05-09,2025-06-15,CU-0038,shipped,2025-06-16
R-00333,B,VALV-107,Valv Assembly 107,4095,mm,609.4,2025-01-04,2025-02-02,CU-0104,shipped,2025-02-03
R-00334,B,CASE-104,Case Assembly 104,33,mm,5.81,2026-04-20,2026-05-10,CU-0068,completed,2026-05-11
R-00335,B,BOLT-135,Bolt Assembly 135,3551,mm,2.96,2025-05-17,2025-06-30,CU-0094,shipped,2025-07-01
R-00336,B,RING-125,Ring Assembly 125,1825,mm,57.99,2025-01-22,2025-02-13,CU-0100,pending,2025-02-14
R-00337,B,BOLT-119,Bolt Assembly 119,106,mm,23.22,2025-09-26,2025-11-09,CU-0010,shipped,2025-11-10
R-00338,C,VALV_115,Valv Assembly 115,3325,mm,67.28,2024-12-27,2025-01-02,CU-0005,shipped,2025-01-03
R-00339,B,PLTE-124,Plte Assembly 124,1898,mm,21.73,2025-01-27,2025-02-25,CU-0222,in_qa,2025-02-26
R-00340,A,BOLT-128,Bolt Assembly 128,2793,mm,54.65,2025-07-11,2025-07-27,CU-0098,completed,2025-07-28
R-00341,A,VALV-105,Valv Assembly 105,1291,mm,19.17,2024-10-11,2024-10-29,CU-0187,completed,2024-10-30
R-00342,C,VALV_109,Valv Assembly 109,493,mm,59.02,2024-07-07,2024-08-20,CU-0006,shipped,2024-08-21
R-00343,C,PLTE_112,Plte Assembly 112,4374,mm,51.66,2024-12-10,2024-12-12,CU-0180,shipped,2024-12-13
R-00344,A,BOLT-129,Bolt Assembly 129,741,mm,63.79,2025-08-27,2025-09-17,CU-0097,completed,2025-09-18
R-00345,C,VALV_133,Valv Assembly 133,2741,mm,71.07,2026-02-26,2026-04-05,CU-0186,completed,2026-04-06
R-00346,B,GEAR-126,Gear Assembly 126,192,mm,60.51,2026-02-21,2026-03-04,CU-0084,completed,2026-03-05
R-00347,B,PLTE-112,Plte Assembly 112,2509,mm,52.99,2025-05-01,2025-06-08,CU-0206,shipped,2025-06-09
R-00348,C,BRKT_123,Brkt Assembly 123,3912,mm,29.66,2024-04-06,2024-05-02,CU-0011,completed,2024-05-03
R-00349,A,BOLT-148,Bolt Assembly 148,2445,mm,49.17,2025-12-27,2026-02-07,CU-0151,completed,2026-02-08
R-00350,B,RING-140,Ring Assembly 140,142,mm,39.69,2025-07-12,2025-08-06,CU-0151,completed,2025-08-07
R-00351,A,GEAR-108,Gear Assembly 108,2541,mm,3.76,2025-01-27,2025-02-09,CU-0124,shipped,2025-02-10
R-00352,A,GEAR-144,Gear Assembly 144,768,mm,63.38,2024-06-28,2024-08-10,CU-0038,shipped,2024-08-11
R-00353,A,SHFT-120,Shft Assembly 120,3574,mm,65.74,2024-03-30,2024-05-11,CU-0115,shipped,2024-05-12
R-00354,B,SHFT-128,Shft Assembly 128,120,mm,0.62,2025-10-31,2025-11-27,CU-0007,completed,2025-11-28
R-00355,B, bolt-103,Bolt Assembly 103,1904,mm,25.7,2024-11-17,2024-12-14,CU-0074,shipped,2024-12-15
R-00356,A,SHFT-106,Shft Assembly 106,614,mm,33.07,2025-02-05,2025-03-20,CU-0161,shipped,2025-03-21
R-00357,B,RING-117,Ring Assembly 117,4510,mm,13.56,2025-05-12,2025-06-15,CU-0081,in_qa,2025-06-16
R-00358,C,CASE_132,Case Assembly 132,1917,mm,50.13,2025-11-13,2025-12-23,CU-0226,pending,2025-12-24
R-00359,B,VALV-102,Valv Assembly 102,2597,mm,11.4,2025-01-14,2025-01-26,CU-0058,shipped,2025-01-27
R-00360,A,GEAR-133,Gear Assembly 133,2165,mm,5.0,2025-10-22,2025-11-04,CX-S395,shipped,2025-11-05
R-00361,C,RING_149,Ring Assembly 149,3038,mm,50.56,2024-08-20,2024-09-02,CU-0062,shipped,2024-09-03
R-00362,B,PLTE-123,Plte Assembly 123,84,mm,29.92,2026-01-25,2026-03-10,CU-0125,completed,2026-03-11
R-00363,A,VALV-148,Valv Assembly 148,94,mm,71.75,2025-10-19,2025-10-30,CU-0170,completed,2025-10-31
R-00364,C,BRKT_147,Brkt Assembly 147,796,mm,41.45,2025-08-10,2025-09-13,CU-0087,shipped,2025-09-14
R-00365,A,BRKT-123,Brkt Assembly 123,2031,mm,28.84,2024-05-28,2024-06-20,CU-0057,in_qa,2024-06-21
R-00366,A,RING-131,Ring Assembly 131,4426,mm,60.39,2024-01-16,2024-01-27,CU-0214,completed,2024-01-28
R-00367,C,CASE_143,Case Assembly 143,4094,mm,63.87,2024-04-06,2024-04-24,CU-0019,shipped,2024-04-25
R-00368,A,PLTE-138,Plte Assembly 138,91,mm,53.14,2024-06-12,2024-07-12,CU-0231,shipped,2024-07-13
R-00369,C,BOLT_106,Bolt Assembly 106,776,mm,76.51,2024-09-18,2024-10-26,CU-0144,completed,2024-10-27
R-00370,B,GEAR-120,Gear Assembly 120,188,mm,60.34,2026-01-08,2026-01-12,CU-0083,shipped,2026-01-13
R-00371,A,CASE-105,Case Assembly 105,4813,mm,51.19,2025-05-07,2025-06-08,CU-0221,shipped,2025-06-09
R-00372,A,RING-126,Ring Assembly 126,844,mm,43.46,2026-04-17,2026-05-21,CU-0130,completed,2026-05-22
R-00373,A,BOLT-126,Bolt Assembly 126,3841,mm,65.73,2025-07-02,2025-08-05,CU-0085,shipped,2025-08-06
R-00374,A,SHFT-105,Shft Assembly 105,833,mm,19.93,2024-06-05,2024-07-11,CU-0136,shipped,2024-07-12
R-00375,B,GEAR-137,Gear Assembly 137,4033,mm,50.94,2025-05-16,2025-06-25,CU-0228,completed,2025-06-26
R-00376,B,GEAR-115,Gear Assembly 115,20,mm,42.57,2025-09-03,2025-10-16,CU-0131,shipped,2025-10-17
R-00377,B,SHFT-127,Shft Assembly 127,3997,mm,67.79,2024-08-20,2024-09-23,CU-0215,shipped,2024-09-24
R-00378,B,RING-138,Ring Assembly 138,108,mm,36.98,2026-01-14,2026-02-15,CU-0021,shipped,2026-02-16
R-00379,A,BRKT-128,Brkt Assembly 128,4053,mm,47.87,2025-05-01,2025-06-03,CU-0213,shipped,2025-06-04
R-00380,B,PLTE-123,Plte Assembly 123,3233,mm,28.65,2025-05-23,2025-06-29,CU-0104,completed,2025-06-30
R-00381,B,BRKT-113,Brkt Assembly 113,27,mm,16.67,2025-06-21,2025-07-10,CU-0196,shipped,2025-07-11
R-00382,A,PLTE-121,Plte Assembly 121,1067,mm,45.6,2024-07-06,2024-08-09,CU-0157,shipped,2024-08-10
R-00383,B,VALV-126,Valv Assembly 126,3983,mm,552.9,2024-05-24,2024-06-19,CU-0080,completed,2024-06-20
R-00384,A,VALV-103,Valv Assembly 103,975,mm,38.46,2024-05-28,2024-06-13,CU-0021,shipped,2024-06-14
R-00385,C,RING_144,Ring Assembly 144,1388,mm,32.79,2026-04-07,2026-04-22,CU-0207,in_qa,2026-04-23
R-00386,A,RING-109,Ring Assembly 109,2495,mm,21.93,2025-07-04,2025-08-07,CU-0197,completed,2025-08-08
R-00387,A,CASE-113,Case Assembly 113,4580,mm,43.47,2024-09-11,2024-09-25,CU-0137,shipped,2024-09-26
R-00388,A,BRKT-145,Brkt Assembly 145,2552,mm,52.97,2025-08-18,2025-08-25,CU-0081,pending,2025-08-26
R-00389,A,BRKT-119,Brkt Assembly 119,4612,mm,23.35,2024-05-19,2024-06-28,CU-0003,completed,2024-06-29
R-00390,C,GEAR_137,Gear Assembly 137,79,mm,52.53,2026-01-18,2026-03-01,CU-0216,shipped,2026-03-02
R-00391,A,BOLT-112,Bolt Assembly 112,2381,mm,11.22,2024-01-29,2024-03-05,CU-0105,in_qa,2024-03-06
R-00392,A,VALV-137,Valv Assembly 137,3217,mm,44.92,2024-09-04,2024-09-15,CU-0045,shipped,2024-09-16
R-00393,A,VALV-111,Valv Assembly 111,1070,mm,50.98,2026-01-23,2026-02-08,CU-0105,pending,2026-02-09
R-00394,C,CASE_105,Case Assembly 105,632,mm,49.92,2024-05-28,2024-06-09,CU-0040,completed,2024-06-10
R-00395,A,PLTE-141,Plte Assembly 141,3575,mm,76.69,2026-04-08,2026-04-10,CU-0179,shipped,2026-04-11
R-00396,B,BOLT-123,Bolt Assembly 123,44,mm,73.1,2026-04-25,2026-05-21,CU-0074,completed,2026-05-22
R-00397,B,SHFT-149,Shft Assembly 149,95,mm,22.61,2026-04-04,2026-04-07,CU-0213,shipped,2026-04-08
R-00398,A,BRKT-143,Brkt Assembly 143,3915,mm,73.19,2024-06-11,2024-07-01,CU-0028,in_qa,2024-07-02
R-00399,A,BRKT-146,Brkt Assembly 146,1154,mm,25.12,2026-04-25,2026-06-08,CU-0185,shipped,2026-06-09
R-00400,A,RING-106,Ring Assembly 106,3229,mm,40.41,2024-09-13,2024-09-22,CU-0225,shipped,2024-09-23
R-00401,A,GEAR-116,Gear Assembly 116,3319,mm,11.55,2024-09-14,2024-09-20,CU-0195,shipped,2024-09-21
R-00402,C,VALV_121,Valv Assembly 121,2337,mm,1.35,2024-07-01,2024-07-03,CU-0119,in_qa,2024-07-04
R-00403,B,VALV-118,Valv Assembly 118,3999,mm,3.35,2025-03-10,2025-04-20,CU-0209,in_qa,2025-04-21
R-00404,A,PLTE-115,Plte Assembly 115,2943,mm,19.1,2026-04-24,2026-05-19,CU-0167,shipped,2026-05-20
R-00405,B,VALV-116,Valv Assembly 116,1937,mm,25.68,2024-08-31,2024-10-05,CU-0203,shipped,2024-10-06
R-00406,B,RING-122,Ring Assembly 122,3657,mm,53.09,2024-10-17,2024-10-25,CU-0206,shipped,2024-10-26
R-00407,A,CASE-124,Case Assembly 124,100,mm,5.66,2025-01-08,2025-02-05,CU-0207,shipped,2025-02-06
R-00408,C,CASE_104,Case Assembly 104,740,mm,5.71,2025-01-20,2025-03-04,CU-0198,completed,2025-03-05
R-00409,A,BRKT-138,Brkt Assembly 138,3948,mm,55.0,2026-03-05,2026-04-16,CU-0121,shipped,2026-04-17
R-00410,A,BOLT-123,Bolt Assembly 123,2384,mm,73.53,2024-02-25,2024-03-08,CU-0002,completed,2024-03-09
R-00411,B,PLTE-144,Plte Assembly 144,91,mm,1.26,2024-11-13,2024-12-07,CU-0135,shipped,2024-12-08
R-00412,B,BOLT-125,Bolt Assembly 125,1989,mm,41.3,2024-10-18,2024-11-15,CU-0209,shipped,2024-11-16
R-00413,C,SHFT_133,Shft Assembly 133,4621,mm,26.94,2024-01-18,2024-02-19,CU-0168,completed,2024-02-20
R-00414,B,SHFT-114,Shft Assembly 114,3387,mm,50.03,2024-08-27,2024-10-04,CU-0214,shipped,2024-10-05
R-00415,C,BRKT_114,Brkt Assembly 114,2754,mm,14.77,2025-01-13,2025-01-24,CU-0012,pending,2025-01-25
R-00416,A,BOLT-132,Bolt Assembly 132,3680,mm,29.79,2024-11-12,2024-12-12,CU-0210,shipped,2024-12-13
R-00417,A,CASE-139,Case Assembly 139,3817,mm,65.64,2025-07-02,2025-07-26,CU-0226,completed,2025-07-27
R-00418,B,CASE-106,Case Assembly 106,1397,mm,2.21,2024-08-01,2024-09-07,CU-0006,completed,2024-09-08
R-00419,A,VALV-114,Valv Assembly 114,2417,mm,7.39,2026-02-27,2026-02-28,CU-0005,completed,2026-03-01
R-00420,B,GEAR-129,Gear Assembly 129,4830,mm,9.23,2024-08-20,2024-09-25,CX-F120,shipped,2024-09-26
R-00421,C,VALV_118,Valv Assembly 118,3245,mm,3.32,2025-10-16,2025-11-22,CU-0092,pending,2025-11-23
R-00422,A,PLTE-128,Plte Assembly 128,2617,mm,73.29,2024-04-29,2024-06-06,CU-0062,completed,2024-06-07
R-00423,C,BRKT_116,Brkt Assembly 116,2607,mm,24.28,2025-03-31,2025-04-24,CU-0117,completed,2025-04-25
R-00424,A,GEAR-139,Gear Assembly 139,1349,mm,38.02,2025-12-11,2026-01-14,CU-0107,shipped,2026-01-15
R-00425,A,GEAR-138,Gear Assembly 138,4940,mm,69.05,2025-04-19,2025-05-11,CU-0046,completed,2025-05-12
R-00426,C,BOLT_117,Bolt Assembly 117,917,mm,55.97,2024-08-28,2024-09-17,CU-0209,shipped,2024-09-18
R-00427,B,RING-140,Ring Assembly 140,30,mm,40.34,2025-06-03,2025-06-19,CU-0066,completed,2025-06-20
R-00428,B,SHFT-104,Shft Assembly 104,3563,mm,72.24,2024-12-05,2025-01-17,CU-0102,pending,2025-01-18
R-00429,B,RING-105,Ring Assembly 105,1270,mm,77.82,2024-05-10,2024-06-22,CU-0006,shipped,2024-06-23
R-00430,C,GEAR_114,Gear Assembly 114,1603,mm,23.04,2024-12-14,2025-01-22,CX-O314,completed,2025-01-23
R-00431,A,CASE-138,Case Assembly 138,4907,mm,61.01,2026-03-30,2026-04-06,CU-0168,shipped,2026-04-07
R-00432,B,GEAR-140,Gear Assembly 140,548,mm,9.35,2024-01-19,2024-02-01,CU-0142,in_qa,2024-02-02
R-00433,B,BRKT-136,Brkt Assembly 136,160,mm,24.25,2025-09-29,2025-10-09,CU-0059,in_qa,2025-10-10
